Movie,Director,Distribution,Star,Rating,Budget,BoxOffice,RunningTime,Genre,Year,Month,Tomatometer
IAmLegend,FrancisLawrence,WarnerBros.Pictures,WillSmith,PG13,264.133,687.1,100,SciFi,2007,December,0.69
AlvinandtheChipmunks,TimHill,20thCenturyFox,JasonLee,PG,105.653,254.7,92,Musical,2007,December,0.27
TheKiteRunner,MarcForster,DreamWorksPictures,KhalidAbdalla,PG13,35.218,85.9,128,Drama,2007,December,0.66
NationalTreasure:BookofSecrets,JonTurteltaub,WaltDisneyStudios,NicolasCage,PG,228.915,537,124,Adventure,2007,December,0.36
P.S.ILoveYou,RichardLaGravenese,WarnerBros.Pictures,HilarySwank,PG13,52.827,184.1,125,Drama,2007,December,0.24
SweeneyTodd:TheDemonBarberofFleetStreet,TimBurton,ParamountPictures,JohnnyDepp,R,88.044,179,116,Musical,2007,December,0.86
CharlieWilsonsWar,MikeNichols,UniversalPictures,TomHanks,R,132.066,139.7,100,Comedy,2007,December,0.82
WalkHard:TheDeweyCoxStory,JakeKasdan,ColumbiaPictures,JohnC.Reilly,R,61.631,24.2,96,Comedy,2007,December,0.74
TheBucketList,RobReiner,WarnerBros.Pictures,JackNicholson,PG13,79.24,205.9,97,Comedy,2007,December,0.4
Aliensvs.Predator:Requiem,TheBrothersStrause,20thCenturyFox,StevenPasquale,R,70.435,151.4,94,SciFi,2007,December,0.11
TheWaterHorse:LegendoftheDeep,JayRussell,ColumbiaPictures,EmilyWatson,PG,70.435,121,111,Family,2007,December,0.74
ThereWillBeBlood,PaulThomasAnderson,ParamountPictures,DanielDayLewis,R,44.022,89.5,158,Drama,2007,December,0.91
TheOrphanage,J.A.Bayona,WarnerBros.Pictures,BelenRueda,R,7.044,92.3,97,Horror,2007,December,0.87
OneMissedCall,EricValette,WarnerBros.Pictures,ShannynSossamon,R,35.225,53.8,87,Horror,2008,January,0
ThePiratesWhoDontDoAnything:AVeggieTalesMovie,MikeNawrocki,UniversalPictures,PhilVischer,G,26.419,15.5,85,Animated,2008,January,0.39
IntheNameoftheKing,UweBoll,FreestyleReleasing,JasonStatham,PG13,105.675,15.4,127,Action,2008,January,0.04
Cloverfield,MattReeves,ParamountPictures,LizzyCaplan,PG13,44.031,200.5,85,Horror,2008,January,0.77
27Dresses,AnneFletcher,20thCenturyFox,KatherineHeigl,PG13,52.838,188.2,111,Romance,2008,January,0.41
MadMoney,CallieKhouri,OvertureFilms,DianeKeaton,PG13,38.748,31,104,Comedy,2008,January,0.22
CassandrasDream,WoodyAllen,TheWeinsteinCompany,HayleyAtwell,PG13,26.419,26.5,108,Drama,2008,January,0.46
Rambo,SylvesterStallone,TheWeinsteinCompany,SylvesterStallone,R,88.063,132.9,92,Action,2008,January,0.37
MeettheSpartans,JasonFriedbergAaronSeltzer,20thCenturyFox,CarmenElectra,PG13,52.838,99.3,83,Comedy,2008,January,0.02
Untraceable,GregoryHoblit,ScreenGems,DianeLane,R,61.644,61.8,101,Horror,2008,January,0.16
HowSheMove,IanIqbalRashid,ParamountPictures,RutinaWesley,PG13,29.941,10,98,Drama,2008,January,0.66
HannahMontanaandMileyCyrus:BestofBothWorldsConcert,BruceHendricks,WaltDisneyStudios,MileyCyrus,G,12.35,83,74,Concert,2008,February,0.72
TheEye,DavidMoreauXavierPalud,Lionsgate,JessicaAlba,PG13,21.171,67,98,Horror,2008,February,0.22
OverHerDeadBody,JeffLowell,NewLineCinema,EvaLongoria,PG13,17.642,25.2,95,Romance,2008,February,0.15
StrangeWilderness,FredWolf,ParamountPictures,SteveZahn,R,35.285,8.1,87,Comedy,2008,February,0.02
FoolsGold,AndyTennant,WarnerBros.Pictures,MatthewMcConaughey,PG13,123.496,130.8,113,Adventure,2008,February,0.11
WelcomeHomeRoscoeJenkins,MalcolmD.Lee,UniversalPictures,MartinLawrence,PG13,61.748,51.3,114,Comedy,2008,February,0.23
Jumper,DougLiman,20thCenturyFox,HaydenChristensen,PG13,149.959,261.3,88,SciFi,2008,February,0.16
TheSpiderwickChronicles,MarkWaters,ParamountPictures,FreddieHighmore,PG,158.78,191.5,95,Fantasy,2008,February,0.8
StepUp2:TheStreets,JonM.Chu,WaltDisneyStudios,BrianaEvigan,PG13,30.874,177.4,98,Dance,2008,February,0.27
DefinitelyMaybe,AdamBrooks,UniversalPictures,RyanReynolds,PG13,12.35,65.2,111,Romance,2008,February,0.71
VantagePoint,PeteTravis,ColumbiaPictures,DennisQuaid,PG13,70.569,177.8,90,Action,2008,February,0.35
BeKindRewind,MichelGondry,NewLineCinema,JackBlack,PG13,35.285,36,98,Comedy,2008,February,0.65
U23D,CatherineOwensMarkPellington,NationalGeographicEnt.,Bono,G,26.463,30.8,85,Concert,2008,February,0.93
CharlieBartlett,JonPoll,MetroGoldwynMayer,AntonYelchin,R,21.171,6.1,97,Comedy,2008,February,0.56
TheOtherBoleynGirl,JustinChadwick,ColumbiaPictures,NataliePortman,PG13,61.748,91.4,115,Romance,2008,February,0.43
Penelope,MarkPalansky,SummitEntertainment,ChristinaRicci,PG,26.463,24.9,104,Romance,2008,February,0.53
10000BC,RolandEmmerich,WarnerBros.Pictures,StevenStrait,PG13,184.097,315.4,109,Epic,2008,March,0.08
TheBankJob,RogerDonaldson,Lionsgate,JasonStatham,R,35.066,75.7,112,Heist,2008,March,0.79
CollegeRoadTrip,RogerKumble,WaltDisneyStudios,MartinLawrence,G,43.833,60.2,83,Family,2008,March,0.12
MarriedLife,IraSachs,SonyPicturesClassics,ChrisCooper,PG13,21.04,3.3,90,Drama,2008,March,0.55
HortonHearsaWho!,JimmyHaywardSteveMartino,20thCenturyFox,JimCarrey,G,149.031,347.3,86,Animated,2008,March,0.79
NeverBackDown,JeffWadlow,SummitEntertainment,SeanFaris,PG13,35.066,48.7,115,Action,2008,March,0.22
DrillbitTaylor,StevenBrill,ParamountPictures,OwenWilson,PG13,70.132,58.1,102,Comedy,2008,March,0.26
Shutter,MasayukiOchiai,20thCenturyFox,JoshuaJackson,PG13,14.026,56,85,Horror,2008,March,0.06
MeettheBrowns,TylerPerry,Lionsgate,TylerPerry,PG13,35.066,49,108,Romance,2008,March,0.32
UndertheSameMoon,PatriciaRiggen,FoxSearchlightPictures,AdrianAlonso,PG13,2.981,27.2,104,Drama,2008,March,0.73
TheGrand,ZakPenn,AnchorBayEntertainment,WoodyHarrelson,R,5.26,0.1,104,Comedy,2008,March,0.4
21,RobertLuketic,ColumbiaPictures,JimSturgess,PG13,61.366,184.6,123,Heist,2008,March,0.35
SuperheroMovie,CraigMazin,MetroGoldwynMayer,DrakeBell,PG13,61.366,83.2,86,Superhero,2008,March,0.17
RunFatboyRun,DavidSchwimmer,EntertainmentFilm,SimonPegg,PG13,17.533,39.2,100,Comedy,2008,March,0.46
StopLess,KimberlyPierce,ParamountPictures,RyanPhillippe,Unknown,43.833,13.1,112,War,2008,March,0.65
NimsIsland,JenniferFlackettMarkLevin,20thCenturyFox,AbigailBreslin,PG,64.736,116.8,96,Adventure,2008,April,0.51
Leatherheads,GeorgeClooney,UniversalPictures,GeorgeClooney,PG13,101.478,48.2,114,Sports,2008,April,0.52
TheRuins,CarterSmith,ParamountPictures,JonathanTucker,R,13.997,26,90,Horror,2008,April,0.48
StreetKings,DavidAyer,FoxSearchlightPictures,KeanuReeves,R,34.992,76.4,109,Crime,2008,April,0.36
PromNight,NelsonMcCormick,ScreenGems,BrittanySnow,PG13,34.992,66.7,88,Horror,2008,April,0.08
NeverForever,GinaKim,ArtsAlliance,VeraFarmiga,R,5.249,0.8,104,Romance,2008,April,0.8
TheForbiddenKingdom,RobMinkoff,TheWeinsteinCompany,JackieChan,PG13,96.229,149.3,104,Fantasy,2008,April,0.64
ForgettingSarahMarshall,NicholasStoller,UniversalPictures,JasonSegel,R,52.489,122.7,111,Romance,2008,April,0.85
88Minutes,JonAvnet,TriStarPictures,AlPacino,R,52.489,38,111,Thriller,2008,April,0.05
Expelled:NoIntelligenceAllowed,NathanFrankowski,RockyMountainPictures,BenStein,PG,6.124,9,97,Documentary,2008,April,0.11
BabyMama,MichaelMcCullers,UniversalPictures,TinaFey,PG13,52.489,74.9,99,Romance,2008,April,0.64
Harold&KumarEscapefromGuantanamoBay,JonHurwitzHaydenSchlossberg,NewLineCinema,JohnCho,R,20.995,50.7,102,Comedy,2008,April,0.52
Deception,MarcelLangenegger,20thCenturyFox,HughJackman,R,43.741,20.7,108,Crime,2008,April,0.13
IronMan,JonFavreau,ParamountPictures,RobertDowneyJr.,PG13,243.922,679.7,126,Superhero,2008,May,0.94
MadeofHonor,PaulWeiland,ColumbiaPictures,PatrickDempsey,PG13,69.692,123.1,101,Romance,2008,May,0.14
Redbelt,DavidMamet,SonyPicturesClassics,ChiwetelEjiofor,R,12.196,3.1,100,Action,2008,May,0.67
WhatHappensinVegas,TomVaughan,20thCenturyFox,CameronDiaz,PG13,60.98,254.7,99,Comedy,2008,May,0.27
SpeedRacer,TheWachowskis,WarnerBros.Pictures,EmileHirsch,PG,209.076,109.1,135,Action,2008,May,0.4
TheChroniclesofNarnia:PrinceCaspian,AndrewAdamson,WaltDisneyStudios,WilliamMoseley,PG,392.017,487.5,150,Fantasy,2008,May,0.67
IndianaJonesandtheKingdomoftheCrystalSkull,StevenSpielberg,ParamountPictures,HarrisonFord,PG13,322.325,913.7,119,Action,2008,May,0.77
SexandtheCity,MichaelPatrickKing,NewLineCinema,SarahJessicaParker,R,113.249,482.3,145,Romance,2008,May,0.49
TheStrangers,BryanBertino,RoguePictures,LivTyler,R,15.681,95.7,85,Horror,2008,May,0.45
KungFuPanda,JohnStevensonMarkOsborne,ParamountPictures,JackBlack,PG,224.579,727.5,92,Animated,2008,June,0.87
YouDontMesswiththeZohan,DennisDugan,ColumbiaPictures,AdamSandler,PG13,155.478,230.2,112,Comedy,2008,June,0.38
TheIncredibleHulk,LouisLeterrier,UniversalPictures,EdwardNorton,PG13,259.129,303.4,112,Superhero,2008,June,0.67
TheHappening,M.NightShyamalan,20thCenturyFox,MarkWahlberg,R,82.921,188.2,90,Thriller,2008,June,0.18
GetSmart,PeterSegal,WarnerBros.Pictures,SteveCarell,PG13,138.202,265.7,110,Action,2008,June,0.5
TheLoveGuru,MarcoSchnabel,ParamountPictures,MikeMyers,PG13,107.107,47.1,87,Romance,2008,June,0.13
WALLE,AndrewStanton,WaltDisneyStudios,BenBurtt,G,310.955,614.2,98,Animated,2008,June,0.96
Wanted,TimurBekmambetov,UniversalPictures,JamesMcAvoy,R,129.565,393.2,110,Action,2008,June,0.71
Hancock,PeterBerg,ColumbiaPictures,WillSmith,PG13,250.39,694.9,92,Superhero,2008,July,0.41
JourneytotheCenteroftheEarth,EricBrevig,NewLineCinema,BrendanFraser,PG,100.156,269.3,93,SciFi,2008,July,0.61
HellboyII:TheGoldenArmy,GuillermodelToro,UniversalPictures,RonPerlman,PG13,141.888,178.5,120,Superhero,2008,July,0.86
MeetDave,BrianRobbins,20thCenturyFox,EddieMurphy,PG,100.156,56.4,90,Comedy,2008,July,0.2
TheDarkKnight,ChristopherNolan,WarnerBros.Pictures,ChristianBale,PG13,308.815,1118.4,152,Superhero,2008,July,0.94
MamaMia!,PhyllidaLloyd,UniversalPictures,MerylStreep,PG13,86.802,685.2,109,Romance,2008,July,0.54
SpaceChimps,KirkDeMicco,20thCenturyFox,AndySamberg,G,61.763,72.1,81,Animated,2008,July,0.34
Stargate:Continuum,MartinWood,MGMHomeEntertainment,BenBrowder,NR,11.685,10.3,98,SciFi,2008,July,NA
StepBrothers,AdamMcKay,ColumbiaPictures,WillFerrell,R,108.502,142.6,98,Comedy,2008,July,0.54
TheXFiles:IWanttoBelieve,ChrisCarter,20thCenturyFox,DavidDuchovny,PG13,50.078,76.1,104,Thriller,2008,July,0.31
BridesheadRevisited,JulianJarrold,MiramaxFilms,EmmaThompson,PG13,33.385,15,133,Drama,2008,July,0.63
TheMummy:TomboftheDragonEmperor,RobCohen,UniversalPictures,BrendanFraser,PG13,243.742,449.5,111,Action,2008,August,0.13
SwingVote,JoshuaMichaelStern,WaltDisneyStudios,KevinCostner,PG13,35.301,19.7,120,Comedy,2008,August,0.39
PineappleExpress,DavidGordonGreen,ColumbiaPictures,SethRogen,R,43.705,114.8,112,Action,2008,August,0.68
TheSisterhoodoftheTravelingPants2,SanaaHamri,WarnerBros.Pictures,AmberTamblyn,PG13,45.386,49.7,120,Romance,2008,August,0.65
BeerforMyHorses,MichaelSalomon,RoadsideAttractions,TobyKeith,PG13,16.81,0.7,NA,Comedy,2008,August,0
TropicThunder,BenStiller,ParamountPictures,BenStiller,R,154.65,210.8,107,Action,2008,August,0.82
Mirrors,AlexandreAja,20thCenturyFox,KieferSutherland,R,58.834,86.8,111,Horror,2008,August,0.14
StarWars:TheCloneWars,DaveFiloni,WarnerBros.Pictures,MattLanter,PG,14.288,76.5,98,Animated,2008,August,0.18
WildChild,NickMoore,UniversalPictures,EmmaRoberts,PG13,33.62,57.2,98,Comedy,2008,August,0.38
FlyMetotheMoon,BenStassen,SummitEntertainment,TrevorGagnon,G,42.024,46.7,84,Animated,2008,August,0.18
TheRocker,PeterCattaneo,20thCenturyFox,RainnWilson,PG13,25.215,9.9,102,Comedy,2008,August,0.41
DeathRace,PaulW.S.Anderson,UniversalPictures,JasonStatham,R,75.644,84.8,111,Action,2008,August,0.42
TheHouseBunny,FredWolf,ColumbiaPictures,AnnaFaris,PG13,42.024,78.9,97,Comedy,2008,August,0.43
TheLongshots,FredDurst,MetroGoldwynMayer,IceCube,PG,38.662,13.2,95,Comedy,2008,August,0.41
Traitor,JeffreyNachmanoff,OvertureFilms,DonCheadle,PG13,36.981,31,114,Thriller,2008,August,0.64
BabylonA.D.,MathieuKassovitz,20thCenturyFox,VinDiesel,PG13,117.668,80.8,101,SciFi,2008,August,0.06
DisasterMovie,JasonFriedbergAaronSeltzer,Lionsgate,MattLanter,PG13,33.62,39,87,Comedy,2008,August,0.01
College,DebHagan,MetroGoldwynMayer,DrakeBell,R,11.767,7,94,Comedy,2008,August,0.05
BangkokDangerous,PangBrothers,Lionsgate,NicolasCage,R,76.15,47.9,100,Crime,2008,September,0.08
BurnAfterReading,JoelCoenEthanCoen,FocusFeatures,GeorgeClooney,R,62.612,184.7,96,Comedy,2008,September,0.79
RighteousKill,JonAvnet,UniversalPictures,RobertDeNiro,R,101.533,88.5,100,Crime,2008,September,0.19
TheBoyintheStripedPajamas,MarkHerman,MiramaxFilms,VeraFarmiga,PG13,21.153,49.8,94,Drama,2008,September,0.63
LakeviewTerrace,NeilLaBute,ScreenGems,SamuelL.Jackson,PG13,33.844,50.4,110,Crime,2008,September,0.45
MyBestFriendsGirl,HowardDeutch,Lionsgate,DaneCook,R,33.844,46.9,101,Romance,2008,September,0.14
Igor,TonyLeondis,MetroGoldwynMayer,JohnCusack,PG,42.305,34.6,86,Animated,2008,September,0.37
Appaloosa,EdHarris,NewLineCinema,ViggoMortensen,R,33.844,31.2,108,Western,2008,September,0.76
GhostTown,DavidKoepp,DreamWorksPictures,RickyGervais,PG13,33.844,30.6,102,Fantasy,2008,September,0.86
EagleEye,D.J.Caruso,DreamWorksPictures,ShiaLeBeouf,PG13,135.377,200.9,118,Action,2008,September,0.27
Fireproof,AlexKendrick,SamuelGoldwynFilms,KirkCameron,PG,0.846,37.8,122,Drama,2008,September,0.4
BeverlyHillsChihuahua,RajaGosnell,WaltDisneyStudios,JamieLeeCurtis,PG,34.168,170,91,Family,2008,October,0.4
NickandNorahsInfinitePlaylist,PeterSollett,ColumbiaPictures,MichaelCera,PG13,17.084,38.2,90,Romance,2008,October,0.75
Blindness,FernandoMeirelles,FocusFeatures,JulianneMoore,R,42.71,22.6,121,Drama,2008,October,0.44
HowtoLoseFriends&AlienatePeople,RobertB.Weide,MetroGoldwynMayer,SimonPegg,R,47.835,21.9,111,Comedy,2008,October,0.37
AnAmericanCarol,DavidZucker,VivendiEntertainment,KevinFarley,PG13,34.168,8,83,Comedy,2008,October,0.11
FlashofGenius,MarcAbraham,UniversalPictures,GregKinnear,PG13,34.168,5.5,119,Biography,2008,October,0.59
RocknRolla,GuyRitchie,WarnerBros.Pictures,GerardButler,R,30.751,29.3,114,Crime,2008,October,0.59
BodyofLies,RidleyScott,WarnerBros.Pictures,LeonardoDiCaprio,R,115.317,135,128,Action,2008,October,0.55
Quarantine,JohnErickDowdle,ScreenGems,JenniferCarpenter,R,20.501,47,89,Horror,2008,October,0.59
CityofEmber,GilKenan,20thCenturyFox,SaoirseRonan,PG,93.962,20.4,90,SciFi,2008,October,0.53
TheExpress,GaryFleder,UniversalPictures,DennisQuaid,PG,68.336,11.2,130,Sports,2008,October,0.6
MaxPayne,JohnMoore,20thCenturyFox,MarkWahlberg,PG13,59.794,97.7,100,Action,2008,October,0.16
TheSecretLifeofBees,GinaPrinceBythewood,FoxSearchlightPictures,DakotaFanning,PG13,18.792,45.5,110,Drama,2008,October,0.59
W.,OliverStone,Lionsgate,JoshBrolin,PG13,42.881,33.6,129,Biography,2008,October,0.58
SexDrive,SeanAnders,SummitEntertainment,JoshZuckerman,R,32.46,21.4,109,Comedy,2008,October,0.46
HighSchoolMusical3:SeniorYear,KennyOrtega,WaltDisneyStudios,ZacEfron,G,18.792,288,111,Musical,2008,October,0.64
SawV,DavidHackl,Lionsgate,TobinBell,R,18.451,129.6,92,Horror,2008,October,0.13
Changeling,ClintEastwood,UniversalPictures,AngelinaJolie,R,93.962,128.7,142,Crime,2008,October,0.62
PrideandGlory,GavinOConnor,NewLineCinema,EdwardNorton,R,51.252,35.5,130,Crime,2008,October,0.35
Passengers,RodrigoGarcia,TriStarPictures,AnneHathaway,PG13,42.71,6.6,93,Romance,2008,October,0.2
ZackandMiriMakeaPorno,KevinSmith,TheWeinsteinCompany,SethRogen,R,41.002,48.7,101,Romance,2008,October,0.65
TheHauntingofMollyHartley,MickeyLiddell,FreestyleReleasing,HaleyBennett,PG13,8.542,17.5,85,Horror,2008,October,0.03
Madagascar:Escape2Africa,EricDarnellTomMcGrath,ParamountPictures,BenStiller,PG,261.271,701.3,89,Animated,2008,November,0.64
RoleModels,DavidWain,UniversalPictures,SeannWilliamScott,R,48.771,107.3,99,Comedy,2008,November,0.78
SoulMen,MalcolmD.Lee,MetroGoldwynMayer,SamuelL.Jackson,R,69.672,14.3,100,Musical,2008,November,0.45
SlumdogMillionaire,DannyBoyle,WarnerBros.Pictures,DevPatel,R,26.127,438.8,120,Drama,2008,November,0.91
QuantumofSolace,MarcForster,MetroGoldwynMayer,DanielCraig,PG13,348.362,680.6,106,Spy,2008,November,0.65
Twilight,CatherineHardwicke,SummitEntertainment,KristenStewart,PG13,64.447,457.1,121,Romance,2008,November,0.49
Bolt,ChrisWilliamsByronHoward,WaltDisneyStudios,JohnTravolta,PG,261.271,360,96,Animated,2008,November,0.89
Australia,BazLuhrmann,20thCenturyFox,NicoleKidman,PG13,226.435,245.4,165,Romance,2008,November,0.55
FourChristmases,SethGordon,NewLineCinema,VinceVaughn,PG13,139.345,190.1,88,Romance,2008,November,0.24
Transporter3,OlivierMegaton,Lionsgate,JasonStatham,PG13,69.672,126.6,104,Action,2008,November,0.38
Milk,GusVanSant,FocusFeatures,SeanPenn,R,34.836,63.4,128,Biography,2008,November,0.94
FrostNixon,RonHoward,UniversalPictures,FrankLangella,R,43.974,32.1,122,Drama,2008,December,0.92
Punisher:WarZone,LexiAlexander,Lionsgate,RayStevenson,R,61.564,11.8,103,Action,2008,December,0.27
CadillacRecords,DarnellMartin,TriStarPictures,AdrienBrody,R,21.108,10.4,109,Biography,2008,December,0.66
GranTorino,ClintEastwood,WarnerBros.Pictures,ClintEastwood,R,58.046,316.6,116,Drama,2008,December,0.8
TheDaytheEarthStoodStill,ScottDerrickson,20thCenturyFox,KeanuReeves,PG13,140.718,273.3,103,SciFi,2008,December,0.21
Doubt,JohnPatrickShanley,MiramaxFilms,MerylStreep,PG13,35.18,59.7,104,Drama,2008,December,0.79
Che,StevenSoderbergh,IFCFilms,BeniciodelToro,NR,102.021,48,257,Biography,2008,December,NA
RevolutionaryRoad,SamMendes,DreamWorksPictures,LeonardoDiCaprio,R,61.564,88.2,119,Romance,2008,December,0.68
TheWrestler,DarrenAronofsky,FoxSearchlightPictures,MickeyRourke,R,10.554,52.4,109,Sports,2008,December,0.98
YesMan,PeytonReed,WarnerBros.Pictures,JimCarrey,PG13,123.128,261.7,104,Comedy,2008,December,0.46
SevenPounds,GabrieleMuccino,ColumbiaPictures,WillSmith,PG13,94.985,197.2,123,Drama,2008,December,0.26
TheTaleofDespereaux,SamFellRobertStevenhagen,UniversalPictures,MatthewBroderick,G,105.539,101.9,93,Animated,2008,December,0.56
TheCuriousCaseofBenjaminButton,DavidFincher,ParamountPictures,BradPitt,PG13,293.749,391.7,166,Fantasy,2008,December,0.72
Marley&Me,DavidFrankel,20thCenturyFox,OwenWilson,PG,105.539,290.6,115,Comedy,2008,December,0.62
BedtimeStories,AdamShankman,WaltDisneyStudios,AdamSandler,PG,140.718,249.7,99,Family,2008,December,0.25
Valkyrie,BryanSinger,20thCenturyFox,TomCruise,PG13,158.308,234.9,124,Thriller,2008,December,0.62
TheSpirit,FrankMiller,Lionsgate,GabrielMacht,PG13,105.539,45.7,103,Superhero,2008,December,0.14
LastChanceHarvey,JoelHopkins,OvertureFilms,DustinHoffman,PG13,8.795,38.2,92,Romance,2008,December,0.71
Defiance,EdwardZwick,ParamountPictures,DanielCraig,R,56.287,60,137,War,2008,December,0.57
BrideWars,GaryWinick,20thCenturyFox,KateHudson,PG,52.827,134.7,89,Romance,2009,January,0.1
TheUnborn,DavidS.Goyer,UniversalPictures,GaryOldman,PG13,28.174,89.8,87,Horror,2009,January,0.1
NotEasilyBroken,BillDuke,ScreenGems,TarajiP.Henson,PG13,8.804,12.6,99,Romance,2009,January,0.32
PaulBlart:MallCop,SteveCarr,ColumbiaPictures,KevinJames,PG,45.783,215.2,91,Comedy,2009,January,0.32
MyBloodyValentine3D,PatrickLussier,Lionsgate,JensenAckles,R,24.653,118.2,101,Horror,2009,January,0.57
Notorious,GerogeTillmanJr.,FoxSearchlightPictures,JamalWoolard,R,35.218,52.1,123,Drama,2009,January,0.51
Underworld:RiseoftheLycans,PatrickTatopoulos,ScreenGems,MichaelSheen,R,61.631,108.1,92,Action,2009,January,0.29
Inkheart,IainSoftley,NewLineCinema,BrendanFraser,PG,105.654,73.3,106,Fantasy,2009,January,0.38
Taken,PierreMorel,20thCenturyFox,LiamNeeson,PG13,44.022,266.2,90,Action,2009,January,0.58
NewinTown,JonasElmer,Lionsgate,ReneeZellweger,PG,14.087,34.1,97,Romance,2009,January,0.29
HesJustNotThatintoYou,KenKwapis,NewLineCinema,BenAffleck,PG13,70.405,212.5,129,Romance,2009,February,0.4
Coraline,HenrySelick,FocusFeatures,DakotaFanning,PG,105.608,146.2,100,Fantasy,2009,February,0.9
ThePinkPanther2,HaraldZwart,ColumbiaPictures,SteveMartin,PG,123.209,89.1,92,Action,2009,February,0.12
Push,PaulMcGuigan,SummitEntertainment,ChrisEvans,PG13,66.885,57.4,111,SciFi,2009,February,0.23
Fanboys,KyleNewman,TheWeinsteinCompany,JayBaruchel,PG13,6.864,1.1,90,Comedy,2009,February,0.32
ConfessionsofaShopaholic,P.J.Hogan,WaltDisneyStudios,IslaFisher,PG,96.807,127.1,104,Romance,2009,February,0.25
Fridaythe13th,MarcusNispel,NewLineCinema,JaredPadalecki,R,33.442,108.8,97,Horror,2009,February,0.25
TheInternational,TomTykwer,ColumbiaPictures,CliveOwen,R,88.006,70.6,118,Thriller,2009,February,0.58
MadeaGoestoJail,TylerPerry,Lionsgate,TylerPerry,PG13,30.802,106.2,103,Comedy,2009,February,0.28
FiredUp!,WillGluck,ScreenGems,EricChrisitanOlsen,PG13,35.203,21.7,89,Comedy,2009,February,0.24
TheGirlwiththeDragonTattoo,NielsArdenOplev,NordiskFilmDistribution,MichaelNyqvist,R,22.882,122.5,153,Drama,2009,February,0.86
StreetFighter:TheLegendofChunLi,AndrzejBartkowiak,20thCenturyFox,KristinKreuk,PG13,31.682,15,96,Crime,2009,February,0.06
Watchmen,ZackSnyder,WarnerBros.Pictures,MalinAkerman,R,242.856,217.4,163,Superhero,2009,March,0.64
RacetoWitchMountain,AndyFickman,WaltDisneyStudios,DwayneJohnson,PG,87.991,124.8,98,SciFi,2009,March,0.42
TheLastHouseontheLeft,DennisIliadis,RoguePictures,TonyGoldwyn,R,26.397,53,100,Horror,2009,March,0.41
MissMarch,TrevorMooreZachCregger,FoxSearchlightPictures,TrevorMoore,R,10.559,5.4,90,Comedy,2009,March,0.05
Knowing,AlexProyas,SummitEntertainment,NicolasCage,PG13,87.991,218.8,121,SciFi,2009,March,0.33
ILoveYouMan,JohnHamburg,DreamWorksPictures,PaulRudd,R,70.393,107.5,105,Romance,2009,March,0.83
Duplicity,TonyGilroy,UniversalPictures,JuliaRoberts,PG13,105.59,91.6,125,Romance,2009,March,0.64
Monstersvs.Aliens,ConradVernonRobLetterman,ParamountPictures,ReeseWitherspoon,PG,307.97,447.6,94,Animated,2009,March,0.72
TheHauntinginConnecticut,PeterCornwell,Lionsgate,VirginiaMadsen,PG13,17.598,91,120,Horror,2009,March,0.16
12Rounds,RennyHarlin,20thCenturyFox,JohnCena,PG13,38.716,34.8,109,Action,2009,March,0.3
Fast&Furious,JustinLin,UniversalPictures,VinDiesel,PG13,149.806,426.7,107,Action,2009,April,0.29
Adventureland,GregMottola,MiramaxFilms,JesseEisenberg,R,17.272,20.2,107,Romance,2009,April,0.88
HannahMontana:TheMovie,PeterChelsom,WaltDisneyStudios,MileyCyrus,G,52.873,198.8,102,Comedy,2009,April,0.43
DragonballEvolution,JamesWong,20thCenturyFox,JustinChatwin,PG,52.873,67.6,84,Action,2009,April,0.15
ObserveandReport,JodyHill,WarnerBros.Pictures,SethRogen,R,31.724,31.7,86,Comedy,2009,April,0.5
17Again,BurrSteers,NewLineCinema,ZacEfron,PG13,70.497,160.1,105,Comedy,2009,April,0.56
StateofPlay,KevinMacdonald,UniversalPictures,RussellCrowe,PG13,105.745,104.3,128,Thriller,2009,April,0.84
Crank:HighVoltage,NeveldineTaylor,Lionsgate,JasonStatham,R,35.248,40.7,96,Action,2009,April,0.63
Earth,AlastairFothergillMarkLinfield,WaltDisneyStudios,JamesEarlJones,G,82.834,128.1,90,Documentary,2009,April,0.86
Obsessed,SteveShill,ScreenGems,IdrisElba,PG13,35.248,86.7,108,Thriller,2009,April,0.19
TheSoloist,JoeWright,ParamountPictures,JamieFoxx,PG13,105.745,45,117,Drama,2009,April,0.56
Fighting,DitoMontiel,RoguePictures,ChanningTatum,PG13,44.061,38.2,105,Sports,2009,April,0.39
MutantChronicles,SimonHunter,MagnetReleasing,ThomasJane,R,44.061,2.5,101,SciFi,2009,April,0.18
XMenOrigins:Wolverine,GavinHood,20thCenturyFox,HughJackman,PG13,264.698,438.9,107,Superhero,2009,May,0.38
GhostofGirlfriendsPast,MarkWaters,NewLineCinema,MatthewMcConaughey,PG13,66.175,120.2,95,Romance,2009,May,0.27
BattleforTerra,AristomenisTsirbas,Lionsgate,EvanRachelWood,PG,7.059,7.2,85,Animated,2009,May,0.48
StarTrek,J.J.Abrams,ParamountPictures,JohnCho,PG13,264.698,453.8,127,SciFi,2009,May,0.94
NextDayAir,BennyBoom,SummitEntertainment,DonaldFaison,R,5.294,11.8,84,Action,2009,May,0.21
Julia,ErickZonca,MagnoliaPictures,TildaSwinton,R,10.588,1.6,144,Crime,2009,May,0.74
Angels&Demons,RonHoward,ColumbiaPictures,TomHanks,PG13,264.698,571.6,138,Thriller,2009,May,0.37
