Movie,Director,Distribution,Star,Rating,Budget,BoxOffice,RunningTime,Genre,Year,Month,Tomatometer
HeavenIsforReal,RandallWallace,TriStarPictures,GregKinnear,PG,19.023,107.1,99,Drama,2014,April,0.49
Transcendence,WallyPfister,WarnerBros.Pictures,JohnnyDepp,PG13,158.525,108.9,119,SciFi,2014,April,0.2
AHauntedHouse2,MichaelTiddes,OpenRoadFilms,MarlonWayans,R,6.341,25.4,86,Comedy,2014,April,0.08
Bears,AlastairFothergillKeithScholey,WaltDisneyStudios,JohnC.Reilly,G,7.926,22.5,77,Documentary,2014,April,0.89
TheOtherWoman,NickCassavetes,20thCenturyFox,CameronDiaz,PG13,63.41,207.9,109,Comedy,2014,April,0.25
BrickMansions,CamilleDelamarre,RelativityMedia,PaulWalker,PG13,36.461,72.9,90,Crime,2014,April,0.26
TheAmazingSpiderMan2,MarcWebb,SonyPicturesReleasing,AndrewGarfield,PG13,464.787,749.8,142,Superhero,2014,May,0.52
WalkofShame,StevenBrill,FocusFeatures,ElizabethBanks,R,23.795,8.4,95,Comedy,2014,May,0.12
Neighbors,NicholasStoller,UniversalPictures,SethRogen,R,28.553,286.3,97,Comedy,2014,May,0.73
Chef,JonFavreau,OpenRoadFilms,JonFavreau,R,17.449,48.6,114,Comedy,2014,May,0.86
MomsNightOut,AndrewErwinJonErwin,TriStarPictures,SarahDrew,PG,7.932,11.1,98,Comedy,2014,May,0.15
Godzilla,GarethEdwards,WarnerBros.Pictures,AaronTaylorJohnson,PG13,253.809,559.5,123,Monster,2014,May,0.74
MillionDollarArm,CraigGillespie,WaltDisneyStudios,JonHamm,PG,39.658,41.5,124,Sports,2014,May,0.64
ItFollows,DavidRobertMitchell,RADiUSTWC,MaikaMonroe,R,3.173,21.8,100,Horror,2014,May,0.97
TheSearch,MichelHazanavicius,WarnerBros.Pictures,BereniceBejo,NR,39.658,0.6,160,Drama,2014,May,999
XMen:DaysofFuturePast,BryanSinger,20thCenturyFox,HughJackman,PG13,317.261,790.9,131,Superhero,2014,May,0.91
Blended,FrankCoraci,WarnerBros.Pictures,AdamSandler,PG13,63.452,135.4,117,Romance,2014,May,0.14
Maleficent,RobertStromberg,WaltDisneyStudios,AngelinaJolie,PG,404.508,802.1,97,Fantasy,2014,May,0.5
AMillionWaystoDieintheWest,SethMcFarlane,UniversalPictures,SethMcFarlane,R,63.452,92.2,116,Western,2014,May,0.33
EdgeofTomorrow,DougLiman,WarnerBros.Pictures,TomCruise,PG13,282.287,391.7,113,SciFi,2014,June,0.91
TheFaultinOurStars,JoshBoone,20thCenturyFox,ShaileneWoodley,PG13,19.031,324.8,126,Romance,2014,June,0.81
ObviousChild,GillianRobespierre,A24,JennySlate,R,1.586,3.5,83,Romance,2014,June,0.9
TheRover,DavidMichod,A24,GuyPearce,R,13.48,3.4,102,Drama,2014,June,0.66
HowtoTrainYourDragon2,DeanDeBlois,20thCenturyFox,JayBaruchel,PG,229.953,657.1,102,Animated,2014,June,0.92
22JumpStreet,PhilLordChristopherMiller,ColumbiaPictures,JonahHill,R,134.007,350.3,112,Action,2014,June,0.84
ThinkLikeaManToo,TimStory,WillPackerProductions,MichaelEaly,PG13,38.061,74.2,106,Romance,2014,June,0.23
JerseyBoys,ClintEastwood,WarnerBros.Pictures,JohnLloydYoung,R,92.933,71.6,134,Biography,2014,June,0.52
Transformers:AgeofExtinction,MichaelBay,ParamountPictures,MarkWahlberg,PG13,333.035,1167.2,165,SciFi,2014,June,0.18
Snowpiercer,BongJoonho,TheWeinsteinCompany,ChrisEvans,R,63.435,91.8,126,SciFi,2014,June,0.95
Tammy,BenFalcone,WarnerBros.Pictures,MelissaMcCarthy,R,30.823,103.3,97,Comedy,2014,July,0.24
DeliverUsfromEvil,ScottDerrickson,ScreenGems,EricBana,R,46.235,90.3,118,Horror,2014,July,0.29
EarthtoEcho,DaveGreen,RelativityMedia,TeoHalm,PG,20.035,46.5,89,SciFi,2014,July,0.49
DesertDancer,RichardRaymond,RelativityMedia,ReeceRitchie,PG13,6.165,0.4,104,Biography,2014,July,0.31
DawnofthePlanetoftheApes,MattReeves,20thCenturyFox,AndySerkis,PG13,362.17,730.1,130,SciFi,2014,July,0.9
Boyhood,RichardLinklater,IFCFilms,PatriciaArquette,R,6.165,45.7,165,Drama,2014,July,0.97
Planes:Fire&Rescue,RobertsGannaway,WaltDisneyStudios,DaneCook,PG,77.058,155.6,84,Animated,2014,July,0.44
SexTape,JakeKasdan,ColumbiaPictures,CameronDiaz,R,61.646,129.6,94,Comedy,2014,July,0.17
ThePurge:Anarchy,JamesDeMonaco,ParamountPictures,FrankGrillo,R,16.953,115,103,Horror,2014,July,0.56
WishIWasHere,ZachBraff,FocusFeatures,ZachBraff,R,9.247,5.7,106,Comedy,2014,July,0.46
IOrigins,MikeCahill,FoxSearchlightPictures,MichaelPitt,R,1.541,0.5,106,SciFi,2014,July,0.52
Unfriended,LeoGabriadze,UniversalPictures,ShelleyHennig,R,1.541,65.9,83,Horror,2014,July,0.63
Lucy,LucBesson,UniversalPictures,ScarlettJohansson,R,61.646,476.1,90,SciFi,2014,July,0.67
Hercules,BrettRatner,ParamountPictures,DwayneJohnson,PG13,154.115,251.5,98,Action,2014,July,0.61
MagicintheMoonlight,WoodyAllen,SonyPicturesClassics,EileenAtkins,PG13,25.891,52.4,97,Romance,2014,July,0.51
AndSoItGoes,RobReiner,FreestyleReleasing,MichaelDouglas,PG13,27.741,26,94,Romance,2014,July,0.18
GuardiansoftheGalaxy,JamesGunn,WaltDisneyStudios,ChrisPratt,PG13,359.682,798.2,122,Superhero,2014,August,0.91
GetonUp,TateTaylor,UniversalPictures,ChadwickBoseman,PG13,46.451,34.5,139,Biography,2014,August,0.8
TeenageMutantNinjaTurtles,JonathanLiebesman,ParamountPictures,MeganFox,PG13,193.544,509.2,101,Superhero,2014,August,0.22
IntotheStorm,StevenQuale,WarnerBros.Pictures,RichardArmitage,PG13,77.418,166.9,89,Disaster,2014,August,0.22
TheHundredFootJourney,LasseHallstrom,WaltDisneyStudios,HelenMirren,PG,34.064,91.8,122,Comedy,2014,August,0.68
StepUp:AllIn,TrishSie,Lionsgate,RyanGuzman,PG13,69.676,89,112,Dance,2014,August,0.41
LetsBeCops,LukeGreenfield,20thCenturyFox,DamonWayansJr.,R,26.322,142.7,104,Action,2014,August,0.19
TheExpendables3,PatrickHughes,Lionsgate,SylvesterStallone,PG13,139.352,221.5,126,Action,2014,August,0.32
TheGiver,PhillipNoyce,TheWeinsteinCompany,JeffBridges,PG13,38.709,69.2,97,SciFi,2014,August,0.35
IfIStay,R.J.Cutler,WarnerBros.Pictures,ChloeGraceMoretz,PG13,17.032,81.4,106,Romance,2014,August,0.35
SinCity:ADametoKillFor,RobertRodriguez,TheWeinsteinCompany,MickeyRourke,R,100.643,40.7,102,Action,2014,August,0.43
WhentheGameStandsTall,ThomasCarter,TriStarPictures,JimCaviezel,PG,23.225,31.1,115,Drama,2014,August,0.18
TheNovemberMan,RogerDonaldson,RelativityMedia,PierceBrosnan,R,23.225,35.9,108,Action,2014,August,0.35
AsAboveSoBelow,JohnErickDowdle,UniversalPictures,PerditaWeeks,R,7.742,43.3,93,Horror,2014,August,0.25
BeforeIGotoSleep,RowanJoffe,20thCenturyFox,NicoleKidman,R,34.218,15.7,92,Mystery,2014,September,0.36
TheIdentical,DustinMarcellino,FreestyleReleasing,SethGreen,PG,24.886,2.9,107,Drama,2014,September,0.06
TheTheoryofEverything,JamesMarsh,FocusFeatures,EddieRedmayne,PG13,23.331,128.3,123,Biography,2014,September,0.79
Love&Mercy,BillPohlad,Lionsgate,JohnCusack,PG13,15.554,29.7,121,Biography,2014,September,0.91
DolphinTale2,CharlesMartinSmith,WarnerBros.Pictures,NathanGamble,PG,55.994,58.9,107,Family,2014,September,0.66
NoGoodDeed,SamMiller,ScreenGems,IdrisElba,PG13,20.531,56.3,84,Thriller,2014,September,0.09
TheDrop,MichaelR.Roskam,FoxSearchlightPictures,TomHardy,R,19.598,19.4,106,Crime,2014,September,0.89
TheGuest,AdamWingard,Picturehouse,DanStevens,R,7.777,2.5,100,Action,2014,September,0.89
TheMazeRunner,WesBall,20thCenturyFox,DylanOBrien,PG13,52.883,361.2,113,SciFi,2014,September,0.65
AWalkAmongtheTombstones,ScottFrank,UniversalPictures,LiamNeeson,R,43.551,64.4,114,Drama,2014,September,0.66
ThisIsWhereILeaveYou,ShawnLevy,WarnerBros.Pictures,JasonBateman,R,30.797,42.8,103,Drama,2014,September,0.42
Tusk,KevinSmith,A24,MichaelParks,R,4.666,1.9,101,Comedy,2014,September,0.41
TheEqualizer,AntoineFuqua,ColumbiaPictures,DenzelWashington,R,113.543,199.4,132,Action,2014,September,0.6
TheBoxtrolls,GrahamAnnableAnthonyStacchi,FocusFeatures,BenKingsley,PG,93.323,113.3,96,Animated,2014,September,0.75
GoneGirl,DavidFincher,20thCenturyFox,BenAffleck,R,95.057,384.3,149,Thriller,2014,October,0.87
Annabelle,JohnR.Leonetti,WarnerBros.Pictures,AnnabelleWallis,R,10.129,266.9,98,Horror,2014,October,0.29
LeftBehind,VicArmstrong,FreestyleReleasing,NicolasCage,PG13,24.933,20.5,110,Thriller,2014,October,0.01
DraculaUntold,GaryShore,UniversalPictures,LukeEvans,PG13,109.082,225.5,92,Fantasy,2014,October,0.23
AlexanderandtheTerribleHorribleNoGoodVeryBadDay,MiguelArteta,WaltDisneyStudios,SteveCarell,PG,43.633,105.3,81,Family,2014,October,0.61
TheJudge,DavidDobkin,WarnerBros.Pictures,RobertDowneyJr.,R,77.916,87.7,141,Drama,2014,October,0.47
Whiplash,DamienChazelle,SonyPicturesClassics,MilesTeller,R,5.142,50.9,106,Drama,2014,October,0.94
Addicted,BilleWoodruff,Lionsgate,SharonLeal,R,7.792,18.2,105,Thriller,2014,October,0.08
KilltheMessenger,MichaelCuesta,FocusFeatures,JeremyRenner,R,7.792,2.6,112,Biography,2014,October,0.77
Fury,DavidAyer,ColumbiaPictures,BradPitt,R,124.665,220,134,War,2014,October,0.77
Birdman,AlejandroG.Inarritu,FoxSearchlightPictures,MichaelKeaton,R,28.05,107.2,119,Comedy,2014,October,0.92
TheBookofLife,JorgeR.Gutierrez,20thCenturyFox,DiegoLuna,PG,77.916,103.7,95,Animated,2014,October,0.82
TheBestofMe,MichaelHoffman,RelativityMedia,JamesMarsden,PG13,40.516,37.3,118,Romance,2014,October,0.08
CampXRay,PeterSattler,IFCFilms,KristenStewart,R,1.558,0.1,117,Drama,2014,October,0.75
Ouija,StilesWhite,UniversalPictures,OliviaCooke,PG13,7.792,107.6,89,Horror,2014,October,0.06
JohnWick,ChadStahelski,SummitEntertainment,KeanuReeves,R,46.282,92.3,101,Action,2014,October,0.86
St.Vincent,TheodoreMelfi,TheWeinsteinCompany,BillMurray,PG13,20.258,56.9,102,Comedy,2014,October,0.77
Nightcrawler,DanGilroy,OpenRoadFilms,JakeGyllenhaal,R,13.246,52.3,117,Thriller,2014,October,0.95
Interstellar,ChristopherNolan,ParamountPictures,MatthewMcConaughey,PG13,258.523,705.2,169,Epic,2014,November,0.71
BigHero6,DonHallChrisWilliams,WaltDisneyStudios,RyanPotter,PG,258.523,687.1,102,Animated,2014,November,0.89
DumbandDumberTo,BobbyFarrellyPeterFarrelly,UniversalPictures,JimCarrey,PG13,78.34,177.4,109,Comedy,2014,November,0.29
BeyondtheLights,GinaPrinceBythewood,RelativityMedia,GuguMbathaRaw,PG13,10.968,15.2,116,Romance,2014,November,0.83
Foxcatcher,BennettMiller,SonyPicturesClassics,SteveCarell,R,37.603,14.2,134,Biography,2014,November,0.87
Rosewater,JonStewart,OpenRoadFilms,GaelGarciaBernal,R,15.668,3.3,103,Drama,2014,November,0.77
SavingChristmas,DarrenDoane,SamuelGoldwynFilms,KirkCameron,PG,0.783,2.9,79,Comedy,2014,November,0
TheHungerGames:MockingjayPart1,FrancisLawrence,Lionsgate,JenniferLawrence,PG13,219.353,789,123,SciFi,2014,November,0.67
PenguinsofMadagascar,EricDarnellSimonJ.Smith,20thCenturyFox,TomMcGrath,PG,206.819,389.6,92,Animated,2014,November,0.73
HorribleBosses2,SeanAnders,WarnerBros.Pictures,JasonBateman,R,65.806,112.5,108,Comedy,2014,November,0.34
Paddington,PaulKing,StudioCanalUK,HughBonneville,PG,86.174,279.9,95,Animated,2014,November,0.98
TheImitationGame,MortenTyldum,TheWeinsteinCompany,BenedictCumberbatch,PG13,21.935,243.9,114,Drama,2014,November,0.91
Wild,JeanMarcVallee,FoxSearchlightPictures,ReeseWitherspoon,R,23.622,55.1,115,Biography,2014,December,0.9
Exodus:GodsandKings,RidleyScott,20thCenturyFox,ChristianBale,PG13,220.474,281.6,150,Epic,2014,December,0.28
TopFive,ChrisRock,ParamountPictures,ChrisRock,R,18.898,27.4,102,Comedy,2014,December,0.86
InherentVice,PaulThomasAnderson,WarnerBros.Pictures,JoaquinPhoenix,R,31.496,15.4,149,Comedy,2014,December,0.73
Taken3,OlivierMegaton,20thCenturyFox,LiamNeeson,PG13,75.591,342.7,109,Action,2014,December,0.12
TheHobbit:TheBattleoftheFiveArmies,PeterJackson,WarnerBros.Pictures,MartinFreeman,PG13,393.704,1003.7,144,Epic,2014,December,0.6
SeventhSon,SergeiBodrov,UniversalPictures,JeffBridges,PG13,149.608,119.9,102,Epic,2014,December,0.13
NightattheMuseum:SecretoftheTomb,ShawnLevy,20thCenturyFox,BenStiller,PG,200.002,381.3,97,Comedy,2014,December,0.49
Annie,WillGluck,ColumbiaPictures,QuvenzhaneWallis,PG,102.363,140.5,118,Comedy,2014,December,0.27
TheInterview,SethRogenEvanGoldberg,ColumbiaPictures,JamesFranco,R,69.292,11.9,112,Action,2014,December,0.51
AmericanSniper,ClintEastwood,WarnerBros.Pictures,BradleyCooper,R,92.599,574.7,132,Biography,2014,December,0.72
IntotheWoods,RobMarshall,WaltDisneyStudios,MerylStreep,PG,78.741,223.7,124,Fantasy,2014,December,0.71
Unbroken,AngelinaJolie,UniversalPictures,JackOConnell,PG13,102.363,171.1,137,War,2014,December,0.51
Selma,AvaDuVernay,ParamountPictures,DavidOyelowo,PG13,31.496,70.1,128,Drama,2014,December,0.99
TheGambler,RupertWyatt,ParamountPictures,MarkWahlberg,R,48.819,41.3,111,Crime,2014,December,0.45
BigEyes,TimBurton,TheWeinsteinCompany,AmyAdams,PG13,15.748,30.8,106,Biography,2014,December,0.72
AMostViolentYear,J.C.Chandor,A24,OscarIsaac,R,31.496,12.6,125,Crime,2014,December,0.89
TheWomaninBlack2:AngelofDeath,TomHarper,RelativityMedia,PhoebeFox,PG13,23.863,51.9,98,Horror,2015,January,0.22
TheWeddingRinger,JeremyGarelick,ScreenGems,KevinHart,R,36.59,84.6,101,Comedy,2015,January,0.28
Blackhat,MichaelMann,UniversalPictures,ChrisHemsworth,R,111.362,20.9,133,Action,2015,January,0.33
SpareParts,SeanMcNamara,Lionsgate,GeorgeLopez,PG13,6.364,3.8,115,Drama,2015,January,0.55
TheBoyNextDoor,RobCohen,UniversalPictures,JenniferLopez,R,6.364,55.6,90,Thriller,2015,January,0.1
Mortdecai,DavidKoepp,Lionsgate,JohnnyDepp,R,95.453,50.2,107,Action,2015,January,0.12
ShauntheSheepMovie,MarkBurtonRichardStarzak,StudioCanalUK,JustinFletcher,PG,39.772,112.6,85,Animated,2015,January,0.99
Brooklyn,JohnCrowley,FoxSearchlightPictures,SaoirseRonan,PG13,17.5,65.9,112,Romance,2015,January,0.96
ProjectAlmanac,DeanIsraelite,ParamountPictures,JonnyWeston,PG13,19.091,35.2,106,SciFi,2015,January,0.36
WildCard,SimonWest,Lionsgate,JasonStatham,R,47.726,7.1,92,Action,2015,January,0.31
Cestsibon,KimHyunseok,CJEntertainment,JungWoo,Unknown,8.752,12.8,122,Drama,2015,February,999
TheSpongebobMovie:SpongeOutofWater,PaulTibbitt,ParamountPictures,AntonioBanderas,PG,117.748,344.9,92,Animated,2015,February,0.8
JupiterAscending,TheWachowskis,WarnerBros.Pictures,ChanningTatum,PG13,280.049,195.2,127,SciFi,2015,February,0.26
TheDuff,AriSandel,Lionsgate,MaeWhitman,PG13,13.525,46.1,101,Comedy,2015,February,0.72
FiftyShadesofGrey,SamTaylorJohnson,UniversalPictures,DakotaJohnson,R,63.647,605.7,126,Romance,2015,February,0.26
Kingsman:TheSecretService,MatthewVaughn,20thCenturyFox,ColinFirth,R,149.572,439.6,129,Action,2015,February,0.74
WolfTotem,JeanJacquesAnnaud,ChinaFilmGroup,FengShaofeng,PG13,63.647,130.2,121,Biography,2015,February,0.7
McFarlandUSA,NikiCaro,WaltDisneyStudios,KevinCostner,PG,39.78,48.5,129,Sports,2015,February,0.8
HotTubTimeMachine2,StevePink,ParamountPictures,RobCorddry,R,28.641,13.9,99,Comedy,2015,February,0.14
Focus,GlennFicarraJohnRequa,WarnerBros.Pictures,WillSmith,R,79.718,168.8,104,Crime,2015,February,0.56
Chappie,NeillBlomkamp,ColumbiaPictures,SharltoCopley,R,77.682,107.9,120,SciFi,2015,March,0.32
TheSecondBestMarigoldHotel,JohnMadden,FoxSearchlightPictures,JudiDench,PG,15.853,90.9,122,Comedy,2015,March,0.64
UnfinishedBusiness,KenScott,20thCenturyFox,VinceVaughn,R,55.487,15.2,91,Comedy,2015,March,0.11
Cinderella,KennethBranagh,WaltDisneyStudios,CateBlanchett,PG,150.608,574.4,106,Romance,2015,March,0.83
RunAllNight,JaumeColletSerra,WarnerBros.Pictures,LiamNeeson,R,97.657,75.7,114,Action,2015,March,0.6
NH10,NavdeepSingh,ErosInternational,AnushkaSharma,NR,3.171,5.4,107,Thriller,2015,March,0.75
TheDivergentSeries:Insurgent,RobertSchwentke,Lionsgate,ShaileneWoodley,PG13,174.388,314.2,119,SciFi,2015,March,0.29
TheGunman,PierreMorel,OpenRoadFilms,SeanPenn,R,63.414,25.6,115,Action,2015,March,0.17
DoYouBelieve?,JonGunn,PureFlixEntertainment,MiraSorvino,PG13,3.646,15.2,115,Drama,2015,March,0.21
DannyCollins,DanFogelman,BleeckerStreet,AlPacino,R,15.853,11.4,106,Comedy,2015,March,0.77
Home,TimJohnson,20thCenturyFox,JimParsons,PG,214.022,408,94,Animated,2015,March,0.48
GetHard,EthanCohen,WarnerBros.Pictures,WillFerrell,R,63.414,118.2,100,Comedy,2015,March,0.29
WomaninGold,SimonCurtis,TheWeinsteinCompany,HelenMirren,PG13,17.473,65.2,109,Biography,2015,April,0.55
Furious7,JamesWan,UniversalPictures,VinDiesel,PG13,301.8,1605.4,137,Action,2015,April,0.8
BeyondtheMask,ChadBurns,Gathr,AndrewCheney,PG,6.354,1.3,103,Action,2015,April,999
DarkPlaces,GillesPaquetBrenner,A24,CharlizeTheron,R,31.768,3.7,112,Mystery,2015,April,0.26
TheLongestRide,GeorgeTillmanJr.,20thCenturyFox,ScottEastwood,PG13,54.006,68.8,128,Romance,2015,April,0.29
ExMachina,AlexGarland,A24,DomhnallGleeson,R,23.826,39.1,108,SciFi,2015,April,0.92
PaulBlart:MallCop2,AndyFickman,ColumbiaPictures,KevinJames,PG,63.537,113.9,94,Action,2015,April,0.05
TheAgeofAdaline,LeeTolandKrieger,Lionsgate,BlakeLively,PG13,39.711,69.6,113,Romance,2015,April,0.55
TheWaterDiviner,RussellCrowe,WarnerBros.Pictures,RussellCrowe,R,35.739,32.6,111,War,2015,April,0.63
LittleBoy,AlejandroMonteverde,OpenRoadFilms,JakobSalvati,PG13,31.768,18.7,107,War,2015,April,0.22
Avengers:AgeofUltron,JossWhedon,WaltDisneyStudios,RobertDowneyJr.,PG13,501.473,1486.4,141,Superhero,2015,May,0.75
HotPursuit,AnneFletcher,WarnerBros.Pictures,ReeseWitherspoon,PG13,55.543,54.7,87,Action,2015,May,0.07
Maggie,HenryHobson,Lionsgate,ArnoldSchwarzenegger,PG13,7.141,1.5,95,Horror,2015,May,0.58
TheDTrain,JarradPaulAndrewMogel,IFCFilms,JackBlack,R,4.761,0.8,101,Comedy,2015,May,0.5
MadMax:FuryRoad,GeorgeMiller,WarnerBros.Pictures,TomHardy,R,238.041,400.9,120,Action,2015,May,0.97
PitchPerfect2,ElizabethBanks,UniversalPictures,AnnaKendrick,PG13,46.021,304.2,115,Comedy,2015,May,0.66
EmbraceoftheSerpent,CiroGuerra,DiaphanaFilms,JanBijvoet,NR,2.222,3.4,125,Drama,2015,May,0.97
Love,GasparNoe,WildBunch,KarlGlusman,NR,4.761,0.9,135,Romance,2015,May,0.4
TheAssassin,HouHsiaohsien,WellGoUSA,ShuQi,NR,23.645,12.7,105,Action,2015,May,0.8
Tomorrowland,BradBird,WaltDisneyStudios,GeorgeClooney,PG,301.518,221.3,130,SciFi,2015,May,0.5
Poltergeist,GilKenan,20thCenturyFox,SamRockwell,PG13,55.543,100.9,93,Horror,2015,May,0.33
SanAndreas,BradPeyton,WarnerBros.Pictures,DwayneJohnson,PG13,174.563,501.5,114,Disaster,2015,May,0.5
Aloha,CameronCrowe,ColumbiaPictures,BradleyCooper,PG13,82.521,27.8,105,Romance,2015,May,0.19
Entourage,DougEllin,WarnerBros.Pictures,KevinConnolly,R,61.773,52.1,104,Comedy,2015,June,0.33
Spy,PaulFeig,20thCenturyFox,MelissaMcCarthy,R,102.955,248.9,120,Action,2015,June,0.94
Insidious:Chapter3,LeighWhannell,GramercyPictures,DermotMulroney,PG13,17.74,119.3,97,Horror,2015,June,0.57
Survivor,JamesMcTeigue,Alchemy,MillaJovovich,PG13,31.678,3.8,96,Spy,2015,June,0.09
Minions,PierreCoffinKyleBalda,UniversalPictures,SandraBullock,PG,117.21,1223.8,91,Animated,2015,June,0.56
TheSweetEscape,BrunoPodalydes,UGCDistribution,BrunoPodalydes,NR,6.019,3.5,104,Comedy,2015,June,999
JurassicWorld,ColinTrevorrow,UniversalPictures,ChrisPratt,PG13,237.588,1765.5,124,SciFi,2015,June,0.71
MeandEarlandtheDyingGirl,AlfonsoGomezRejon,FoxSearchlightPictures,ThomasMann,PG13,12.671,9.6,105,Comedy,2015,June,0.82
Mustang,DenizGamzeErguven,AdVitam,GunesSensoy,PG13,2.059,5.2,97,Drama,2015,June,0.98
InsideOut,PeteDocter,WaltDisneyStudios,AmyPoehler,PG,277.186,905.6,94,Animated,2015,June,0.98
Dope,RickFamuyiwa,OpenRoadFilms,ShameikMoore,R,11.087,19,103,Comedy,2015,June,0.88
Ted2,SethMcFarlane,UniversalPictures,MarkWahlberg,R,107.707,228.8,116,Comedy,2015,June,0.45
TerminatorGenisys,AlanTaylor,ParamountPictures,ArnoldSchwarzenegger,PG13,238.474,451.9,126,Action,2015,July,0.26
MagicMikeXXL,GregoryJacobs,WarnerBros.Pictures,ChanningTatum,R,22.77,125.6,115,Comedy,2015,July,0.64
Amy,AsifKapadia,A24,AmyWinehouse,R,5.231,22.6,128,Documentary,2015,July,0.95
MicrobeandGasoline,MichelGondry,StudioCanalUK,AngeDargent,R,6.154,0.2,103,Comedy,2015,July,0.91
Selfless,TarsemSingh,FocusFeatures,RyanReynolds,PG13,40.002,31.3,117,SciFi,2015,July,0.19
Tangerine,SeanBaker,MagnoliaPictures,KitanaKikiRodriguez,R,0.154,0.8,88,Comedy,2015,July,0.97
AntMan,PeytonReed,WaltDisneyStudios,PaulRudd,PG13,218.473,532.6,117,Superhero,2015,July,0.82
Trainwreck,JuddApatow,UniversalPictures,AmySchumer,R,53.849,144.4,125,Romance,2015,July,0.86
Pixels,ChrisColumbus,ColumbiaPictures,AdamSandler,PG13,198.472,251.2,106,SciFi,2015,July,0.17
Southpaw,AntoineFuqua,TheWeinsteinCompany,JakeGyllenhaal,R,46.156,94.4,123,Sports,2015,July,0.6
PaperTowns,JakeSchreier,20thCenturyFox,NatWolff,PG13,18.462,87.7,109,Comedy,2015,July,0.56
TheVaticanTapes,MarkNeveldine,Lionsgate,OliviaTaylorDudley,PG13,20.001,13.8,91,Horror,2015,July,0.18
Vacation,JonathanGoldsteinJohnFrancisDaley,WarnerBros.Pictures,EdHelms,R,47.695,107.6,99,Comedy,2015,July,0.26
Mission:ImpossibleRogueNation,ChristopherMcQuarrie,ParamountPictures,TomCruise,PG13,230.781,700.2,131,Action,2015,July,0.93
FantasticFour,JoshTrank,20thCenturyFox,MilesTeller,PG13,239.527,173.1,100,Superhero,2015,August,0.09
TheGift,JoelEdgerton,STXEntertainment,JasonBateman,R,7.727,60.8,108,Horror,2015,August,0.92
RickiandtheFlash,JonathanDemme,TriStarPictures,MerylStreep,PG13,46.36,42.5,101,Comedy,2015,August,0.63
TheDiaryofaTeenageGirl,MarielleHeller,SonyPicturesClassics,BelPowley,R,3.091,2.3,102,Comedy,2015,August,0.94
StraightOuttaCompton,F.GaryGray,UniversalPictures,OSheaJacksonJr.,R,77.267,207.7,147,Biography,2015,August,0.87
TheManfromU.N.C.L.E.,GuyRitchie,WarnerBros.Pictures,HenryCavill,PG13,115.9,113.1,116,Action,2015,August,0.66
Hitman:Agent47,AleksanderBach,20thCenturyFox,RupertFriend,R,54.087,84.8,96,Action,2015,August,0.09
Sinister2,CiaranFoy,GramercyPictures,JamesRansone,R,15.453,54.5,97,Horror,2015,August,0.13
AmericanUltra,NimaNourizadeh,Lionsgate,JesseEisenberg,R,43.269,27.9,96,Action,2015,August,0.43
NoEscape,JohnErickDowdle,TheWeinsteinCompany,OwenWilson,R,7.727,56,103,Action,2015,August,0.45
Muhammad:TheMessengerofGod,MajidMajidi,NooreTabanFilm,MahdiPakdel,NR,61.813,5.7,178,Epic,2015,August,999
AWar,TobiasLindholm,NordiskFilmDistribution,PilouAsbaek,R,1.854,0.9,115,War,2015,August,0.91
WarRoom,AlexKendrick,TriStarPictures,PriscillaShirer,PG,4.636,75.9,120,Drama,2015,August,0.33
TheWave,RoarUthaug,MagnoliaPictures,KristofferJoner,R,9.272,13.2,105,Disaster,2015,August,0.82
WeAreYourFriends,MaxJoseph,WarnerBros.Pictures,ZacEfron,R,3.091,11.4,96,Drama,2015,August,0.4
AWalkintheWoods,KenKwapis,BroadGreenPictures,RobertRedford,R,12.448,37.3,104,Biography,2015,September,0.46
DragonBlade,DanielLee,SFCFilm,JackieChan,R,101.136,124.5,127,Action,2015,September,0.35
Legend,BrianHelgeland,UniversalPictures,TomHardy,R,38.899,44.6,131,Crime,2015,September,0.6
